Date,DaysToNextTradingDay,DayBeforeHoliday,Volume,Return,OvernightReturn,IntradayTradingRange,BBBBondMargin,CorporateBondMargin,Dispersion
2017-02-13,1,No,1278273531.5,0.004948720948276535,0.0028677511677780813,0.014499198173837435,0.69,0.31000000000000005,0.010060496986824133
2017-02-14,1,No,1431018286.25,0.003758315781927229,-0.0012843849979862821,0.017597404151478948,0.6800000000000002,0.30000000000000027,0.01279882343640709
2017-02-15,1,No,1474459925.25,0.003740588638164655,-0.0020835423802705675,0.0172951913001078,0.6699999999999999,0.30000000000000027,0.015018612431007503
2017-02-16,1,No,1358797256,-0.0023228351910798287,3.9816314856074854e-4,0.017400283333498526,0.6699999999999999,0.2999999999999998,0.012059322801178942
2017-02-17,4,Yes,1374225130,0.0014713806781161871,-0.00335980054695223,0.016306481886131825,0.6699999999999999,0.2999999999999998,0.012214567676689088
2017-02-21,1,No,1357972219.5,0.006886335186341294,0.0021453452938775225,0.016777586852994318,0.6600000000000001,0.29000000000000004,0.010216964571916027
2017-02-22,1,No,1265972248.5,-0.00279488582661571,-0.0025806734829918153,0.014793560506016545,0.6600000000000001,0.29000000000000004,0.010474523310224332
2017-02-23,1,No,1419200051.25,-0.0011930096043647111,0.0034228654277939433,0.019247403234192103,0.6499999999999999,0.2799999999999998,0.018169487052741053
2017-02-24,3,No,1420476171.75,0.0025758995542056076,-0.0036401163072684525,0.018776129106699204,0.6499999999999999,0.29000000000000004,0.015571320642375926
2017-02-27,1,No,1231674372.25,0.00257607991572087,-5.40556166181349e-4,0.015512447688660285,0.6499999999999999,0.2799999999999998,0.01070010694866225
2017-02-28,1,No,1718444635.5,-0.005422900912269157,-0.003981431373775302,0.016177562826953793,0.6300000000000003,0.25,0.017924080263184396
2017-03-01,1,No,1678111055.25,0.01258339191214725,0.008201864202576068,0.018955372502931837,0.6300000000000003,0.25,0.015738047292683265
2017-03-02,1,No,1417644925.5,-0.006404346313167398,-0.0022165647876906357,0.017269512788200173,0.6299999999999999,0.2599999999999998,0.012842862183675117
2017-03-03,3,No,1238543491,-7.735290481272827e-4,-3.7308055956608104e-5,0.01586232685920255,0.6300000000000003,0.26000000000000023,0.012256255758240778
2017-03-06,1,No,1243513090.5,-0.004201930920953084,-0.0039742502495305875,0.014653681341545741,0.6200000000000001,0.25,0.009960715797993711
2017-03-07,1,No,1290618540,-0.005370981412746108,-0.0018721125706496894,0.014673253216923322,0.6200000000000001,0.25,0.01044736027277353
2017-03-08,1,No,1450787721.5,-0.0034838373493336545,4.00747737001227e-4,0.01735917857186406,0.6299999999999999,0.25,0.017772341901755334
2017-03-09,1,No,1396711932.75,-0.001023443793143802,-1.3540874123486033e-5,0.017057929768572008,0.6400000000000001,0.26000000000000023,0.011621518815352463
2017-03-10,3,No,1384900057,0.0037646076468612023,0.0054883893850976445,0.01583997591905263,0.6399999999999997,0.2599999999999998,0.008827000010438853
2017-03-13,1,No,1237926121.25,8.971903758748093e-4,3.2424117557055003e-4,0.01368202495151558,0.6299999999999999,0.25,0.009006650141690685
2017-03-14,1,No,1119699168.5,-0.004515986512933043,-0.004107818135799046,0.014868464593617191,0.6299999999999999,0.25,0.008475320026043988
2017-03-15,1,No,1448510375.5,0.01146943810212102,0.0036212938189057004,0.019538456939642655,0.6299999999999999,0.25,0.011906116573555588
2017-03-16,1,No,1269867921.25,-0.00263826879597065,0.0013193724262981494,0.015281193420745626,0.6199999999999997,0.23999999999999977,0.009912773200326687
2017-03-17,3,No,2365491444.5,-6.453402552202667e-4,0.0025207870659938406,0.015131312443338896,0.6299999999999999,0.25,0.010884306048291856
2017-03-20,1,No,1194515936.25,-0.003732462742095122,-4.628499120406966e-4,0.014735640262614185,0.6199999999999997,0.23999999999999977,0.0087284580548722
2017-03-21,1,No,1793336384.75,-0.013346877229020483,0.0027384577967854767,0.02595264580651089,0.6200000000000001,0.25,0.015599764883542552
2017-03-22,1,No,1528252750.5,0.0010209430883273884,-7.169268511376924e-4,0.017944644642953835,0.6299999999999999,0.25,0.01140514147709611
2017-03-23,1,No,1369283957,6.970204134916865e-5,-5.179140684434065e-4,0.016499744717373883,0.6300000000000003,0.25,0.010815690766051822
2017-03-24,3,No,1388873668.5,-3.561887517950074e-4,0.002394282029135661,0.016193892590405472,0.6300000000000003,0.26000000000000023,0.010859987537487509
2017-03-27,1,No,1305989508,-0.0013129926965258145,-0.008391165584403865,0.01976947768532365,0.6299999999999999,0.25,0.009307724042260284
2017-03-28,1,No,1325173704.75,0.008371827764298756,-0.0011461671183216151,0.019162045860368185,0.6299999999999999,0.2599999999999998,0.010564854729091815
2017-03-29,1,No,1171382412,0.0033767483311246426,-0.0013502740542941094,0.015798570253754946,0.6299999999999999,0.2599999999999998,0.012790447529925818
2017-03-30,1,No,1279454960.5,0.0031028465348696757,-2.5920914364395935e-4,0.01562338152919517,0.6299999999999999,0.25,0.011863230463001277
2017-03-31,3,No,1332784318.25,-9.726746603146496e-4,-0.0013222384259468129,0.013183063051182865,0.6600000000000001,0.28000000000000025,0.011303472210655004
2017-04-03,1,No,1432874731.5,-0.0038558403463337665,9.916658620251603e-4,0.019020047200002055,0.6600000000000001,0.28000000000000025,0.009069392386472738
2017-04-04,1,No,1223720914.75,9.426006984308172e-4,-0.0013864555163226385,0.015332821285080773,0.6600000000000001,0.2799999999999998,0.013856348337816298
2017-04-05,1,No,1473215690.25,-0.0034376145942628857,0.0041414510073597656,0.020691754287527443,0.6600000000000001,0.2799999999999998,0.008517002350460776
2017-04-06,1,No,1216696492.75,0.006299436132699358,0.0014481306819783338,0.016075378688968533,0.6600000000000001,0.28000000000000025,0.011776918413577787
2017-04-07,3,No,1111923568,-0.0012426549053947804,-8.728231916002227e-4,0.013173233141830913,0.6600000000000001,0.29000000000000004,0.007217161327869601
2017-04-10,1,No,1043991366.25,0.0028501680158070333,0.0011846455884067472,0.014475123449781316,0.6600000000000001,0.2799999999999998,0.010128236129057782
2017-04-11,1,No,1214440058.75,-8.419929637572995e-5,-0.001659865899618888,0.01488279662991468,0.6599999999999997,0.2799999999999998,0.007731312128420178
2017-04-12,1,No,1307011142.5,-0.0070950172109197195,-0.0015142150089648538,0.016889795647140222,0.6599999999999997,0.2799999999999998,0.013353815605082583
2017-04-13,4,Yes,1225601289,-0.007938149991491809,-0.0012849411864009226,0.0158685570220411,0.6600000000000001,0.28000000000000025,0.009048998946788216
2017-04-17,1,No,1114995998.25,0.008004115009819197,0.0021340678606043438,0.013687242628305495,0.6499999999999999,0.27,0.009701600387268272
2017-04-18,1,No,1296543699.5,-0.0034041978645536156,-0.00522235485132168,0.015836589854035275,0.6600000000000001,0.28000000000000025,0.013609299050037707
2017-04-19,1,No,1349954355.5,-0.00105168702828284,0.00364097916708982,0.01603695740311685,0.6599999999999997,0.29000000000000004,0.011552581787801396
2017-04-20,1,No,1375487241.5,0.008366554941221899,0.004077929259061243,0.016868044344750293,0.6600000000000001,0.29000000000000004,0.01242099929921713
